web_scraper_order,web_scraper_start_url,type_habit,prix,adresse,image_lien
"1771502669-259","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Tenue mardi gras","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_3582393_uploaded_image1_1645792127.jpg"
"1771502669-260","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Tenue mardi gras","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_3582375_uploaded_image1_1645791582.jpg"
"1771502669-261","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Caleçons homme","4 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3620389_uploaded_image3_1648043635.jpeg"
"1771502669-262","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Maillots de football enfant","5 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3616215_uploaded_image1_1647769308.jpg"
"1771502669-263","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Ensemble enfant","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3613858_uploaded_image2_1647597426.jpeg"
"1771502669-264","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Vêtement enfant","1 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3608114_uploaded_image2_1647271341.jpeg"
"1771502669-265","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Vêtements bébé","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3606160_uploaded_image1_1647123480.jpg"
"1771502669-266","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Ensemble enfant","10 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3604777_uploaded_image1_1647030491.jpg"
"1771502669-267","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Peignoir personnalisé enfant","12 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_3563684_uploaded_image1_1644584292.jpg"
"1771502669-268","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Habits enfants","8 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3601827_uploaded_image1_1646873978.jpg"
"1771502669-269","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Vêtement enfant","1 500CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3600538_uploaded_image1_1646825050.jpg"
"1771502669-270","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Vêtement enfant","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3600535_uploaded_image2_1646824967.jpeg"
"1771502669-271","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Vêtements enfants","2 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3600530_uploaded_image2_1646824909.jpeg"
"1771502669-272","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Vêtements enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3600527_uploaded_image1_1646824864.jpg"
"1771502669-273","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3600524_uploaded_image1_1646824802.jpg"
"1771502669-274","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Vêtements bébé","1 500CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3599090_uploaded_image1_1646743024.jpg"
"1771502669-275","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Pantalon Zara enfant","5 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3598377_uploaded_image1_1646692365.jpg"
"1771502669-276","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Ensemble Veste enfant","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3594235_uploaded_image1_1646433088.jpg"
"1771502669-277","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Vêtement bébé","10 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3588188_uploaded_image1_1646153533.jpg"
"1771502669-278","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Vêtement bébé","10 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3588178_uploaded_image1_1646153368.jpg"
"1771502669-279","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Maillot enfant","8 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3585164_uploaded_image1_1645997873.jpg"
"1771502669-280","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Peignoirs enfants","12 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3584341_uploaded_image1_1645920047.jpg"
"1771502669-281","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Ensemble tenu mardi Gras","20 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3582459_uploaded_image1_1645794121.jpg"
"1771502669-282","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Vêtement bébé","4 500CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3568689_uploaded_image1_1644934911.jpg"
"1771502669-283","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Maillot football enfants - Sénégal","8 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3566348_uploaded_image3_1644775694.jpeg"
"1771502669-284","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Abaya","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3560017_uploaded_image1_1644370671.jpg"
"1771502669-285","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Sous vêtements enfant","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3552570_uploaded_image1_1643898522.jpg"
"1771502669-286","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Vêtements enfant  3-6 mois","12 500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3550527_uploaded_image1_1643810579.jpg"
"1771502669-287","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Vêtement enfant","9 900CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3550501_uploaded_image1_1643809792.jpg"
"1771502669-288","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Ensemble pour bébé","18 000CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3550411_uploaded_image3_1643807273.jpeg"
"1771502669-289","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Ensemble fillette","8 500CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3549965_uploaded_image1_1643796780.jpg"
"1771502669-290","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Vêtement enfant","12 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3549957_uploaded_image1_1643796504.jpg"
"1771502669-291","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Vêtement Mardi-gras","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3547360_uploaded_image1_1643703487.jpg"
"1771502669-292","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Manteau fille","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3546701_uploaded_image1_1643659342.jpg"
"1771502669-293","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Pull bébé","6 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3546662_uploaded_image1_1643656828.jpg"
"1771502669-294","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Robe bébé crochet","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3546633_uploaded_image1_1643655713.jpg"
"1771502669-295","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Blouson enfant","7 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3538747_uploaded_image1_1643124842.jpg"
"1771502669-296","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Ensemble enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3536216_uploaded_image1_1642943146.jpg"
"1771502669-297","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Robe","25 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3534704_uploaded_image1_1642807674.jpg"
"1771502669-298","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Robe enfant","25 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3534701_uploaded_image1_1642807591.jpg"
"1771502669-299","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Robe","25 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3534698_uploaded_image1_1642807515.jpg"
"1771502669-300","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Ensemble enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3527123_uploaded_image1_1642357733.jpg"
"1771502669-301","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Pantalon enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3527122_uploaded_image1_1642357621.jpg"
"1771502669-302","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Ensemble enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3527120_uploaded_image1_1642357377.jpg"
"1771502669-303","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Boxer fille","8 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3516974_uploaded_image1_1641760222.jpg"
"1771502669-304","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Caleçons boxers enfants","8 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3516897_uploaded_image1_1641755817.jpg"
"1771502669-305","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Tenue fillette","8 500CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3516300_uploaded_image1_1641719011.jpg"
"1771502669-306","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Ensemble garçon","13 500CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3513877_uploaded_image1_1641564259.jpg"
"1771502669-307","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Vêtement bébé","5 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3512035_uploaded_image1_1641478303.jpg"
"1771502669-308","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Pull friperie enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3502826_uploaded_image1_1640879287.jpg"
"1771502669-309","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Ensemble friperie enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3502825_uploaded_image1_1640879211.jpg"
"1771502669-310","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Robe princesse","25 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3495993_uploaded_image1_1640295236.jpg"
"1771502669-311","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Jeans enfants","6 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3495990_uploaded_image1_1640295017.jpg"
"1771502669-312","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Collant enfant","2 000CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3492922_uploaded_image1_1640098024.jpg"
"1771502669-313","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Vêtements enfant","1 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3491313_uploaded_image1_1639999946.jpg"
"1771502669-314","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Vêtements garçon 0-24 mois","2 500CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3491173_uploaded_image1_1639994016.jpg"
"1771502669-315","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Vêtement friperie bébé","20 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3491052_uploaded_image1_1639984599.jpg"
"1771502669-316","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Ensembles enfant","4 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3490179_uploaded_image2_1639899300.jpeg"
"1771502669-317","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Collants enfant - 0 à 24 mois","2 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3488219_uploaded_image1_1639747204.jpg"
"1771502669-318","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Ensemble  enfant","6 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3487929_uploaded_image1_1639736157.jpg"
"1771502669-319","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Vêtement enfant","5 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3483054_uploaded_image1_1639471866.jpg"
"1771502669-320","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Robe fille","5 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3480133_uploaded_image1_1639253211.jpg"
"1771502669-321","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Vêtements enfants","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3475710_uploaded_image1_1639000859.jpg"
"1771502669-322","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Vêtements enfants","15 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3472103_uploaded_image1_1638829619.jpg"
"1771502669-323","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Ensemble enfants","25 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3470013_uploaded_image1_1638728238.jpg"
"1771502669-324","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Pull capuche enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3468416_uploaded_image1_1638627351.jpg"
"1771502669-325","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Vêtement enfants friperie","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3468413_uploaded_image1_1638627289.jpg"
"1771502669-326","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Pull capuche enfants friperie","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3468409_uploaded_image1_1638627241.jpg"
"1771502669-327","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Robe fille","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3467169_uploaded_image1_1638560609.jpg"
"1771502669-328","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Robe de cérémonie","25 000CFA","Patte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3462842_uploaded_image1_1638387220.jpg"
"1771502669-329","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Slip  enfant","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3462374_uploaded_image3_1638371268.jpeg"
"1771502669-330","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Pantalon enfant","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3460818_uploaded_image1_1638313368.jpg"
"1771502669-331","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Vêtements enfants","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3460815_uploaded_image1_1638313292.jpg"
"1771502669-332","https://sn.coinafrique.com/categorie/vetements-enfants?page=7","Vêtement enfant","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3460197_uploaded_image1_1638285384.jpg"
